"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CERRO INN","-0.26779762","-0.26779762","-90.57434636","-90.57434636","SAE","","","s_08DSG43 [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","46.71648","1.23734","","16.89041","","","","10.22","11.9827","9.89623","0.17252","","0.0739","2.26568","0.09003","","","","","","","","","","","","","","","","-0.26","","","","","","","","","","","","","","","0.69","","","","","","","","","","","","","42.96","","324.858","297","","","60.47","176","108.866","83.858","18.982","","","","","0.673","211.158","26.82","67.192","3.085","","","","","","","","0.592","0.01","","","0.012","19.933","3.226","9.294","1.485","7.881","2.542","1.014","3.522","0.613","4.042","0.902","2.607","0.393","2.566","0.39","1.662","0.197","","","","","","","","","0.31","","0.126","0.049","0.513040470588235","","","0.703187636363636","","18.7119085252434","","15.5425912681703","","38.2925691476665","","","","","","","","","","","","","","","1071227",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CENTRAL, NORTHERN SLOPE","-0.22845807","-0.22845807","-90.73567302","-90.73567302","SAE","","","s_08DSG46 [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","47.28461","2.23898","","16.24496","","","","11.37","10.8721","7.45513","0.18242","","0.29093","2.7638","0.24116","","","","","","","","","","","","","","","","0.15","","","","","","","","","","","","","","","0.55582822016443","","","","","","","","","","","","","33.3297868901967","","277.560097427068","","","","53.5435910171651","","98.0025132227696","107.46010300067","20.7667923482197","","","","","4.69834074648885","324.935235138698","33.698511589602","158.618575151316","11.7412937737714","","","","","","","","1.90134877978946","","","","5.97404729126592E-02","53.0117731178907","9.86307435019499","23.8072688623101","3.60271060136497","17.5856675830494","5.41204965736642","1.95357048955561","5.93699676177045","0.998279222726923","5.97006915292548","1.21876980644034","3.32197524092282","0.470788631256179","2.90095008733935","0.422924279815557","3.65956987219361","0.703295000897299","","","","","","","","","1.02621789709313","","0.754205523211876","0.246606835412246","0.513035470588235","","","0.702994636363636","","19.0652026573741","","15.5685071439208","","38.6261382361644","","","","","","","","","","","","","","","1071228",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / GENOVESA (TOWER)","","0.3","0.3","-89.91","-89.91","SAE","","","s_CD3287 [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","65.647","0.961","","9.654","","","","6.85","7.975","4.803","0.12","","0.081","1.662","0.271","","","","","","","","","","","","","","","","1.07","","","","","","","","","","","","","","","0.674328702553251","","","","","","","","","","","","","35.0613302471151","","211.526720347266","189.72959244675","","","39.9537870441652","","105.332838037991","69.5579218375986","14.1781929080814","","","","","1.45029986718386","142.088497342707","27.941670322462","85.0425231364303","2.70368439833545","","","","","","","","","","","","2.89610604443444E-02","15.4725326395234","3.72727984900847","10.584832901712","1.73209481812716","9.06649312008435","3.15680024416175","1.17469841789607","4.20249905884126","0.716250107036417","4.835869820018","0.992033794014347","2.82996651522195","0.420220552467324","2.63648183229078","0.385982829531654","2.2145751478696","0.177603078198307","","","","","","","","","1.59518761325957","","0.285651853274204","0.178814954007804","","","","","","","","","","","","","","","","","","","","","","","","","1071229",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / PINTA (ABINGDON) / SHIELD STAGE","","0.55","0.63","-90.72","-90.78","SAE","","","s_CD3289 [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","51.49697","1.21008","","20.58872","","","","5.6","12.21801","4.16342","0.091","","0.20916","2.12133","0.19632","","","","","","","","","","","","","","","","1.09","","","","","","","","","","","","","","","0.45347744850727","","","","","","","","","","","","","19.3420886766496","","158.09142924097","170.72960918068","","","26.2470452702719","","56.5380023601924","56.7636344636951","18.8018378417591","","","","","3.75716656183593","374.414229007643","20.0017778765005","106.695753149658","14.1207723184465","","","","","","","","","","","","3.18297846077716E-02","68.2432729385123","8.73213936396821","20.4329803435305","2.82534033760629","13.1115773756886","3.54426699709727","1.32750524797987","3.80259280315","0.605235040471237","3.59674913591174","0.690718735692304","1.91259134708539","0.270506091831993","1.66401551292942","0.242155390596861","2.60569160002113","0.855944730243634","","","","","","","","","1.08793302955744","","0.978385734692372","0.655016304318795","","","","","","","","","","","","","","","","","","","","","","","","","1071230",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CERRO PELADO","-0.204202","-0.204202","-90.78183333","-90.78183333","SAE","","","s_07DSG39_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702824","","","","","","","","","","","","","","","","","","","","","1071231",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CERRO PELADO","-0.20545","-0.20545","-90.78398333","-90.78398333","SAE","","","s_07DSG46B_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702876","","","","","","","","","","","","","","","","","","","","","1071232",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CENTRAL","-0.275","-0.275","-90.725","-90.725","SAE","","","s_07DSG79B_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702791","","","","","","","","","","","","","","","","","","","","","1071233",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","JAMES BAY","-0.21545","-0.21545","-90.83593333","-90.83593333","SAE","","","s_07DSG61_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.703009","","","","","","","","","","","","","","","","","","","","","1071234",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","BAHIA FLAMENCO","-0.2163","-0.2163","-90.6151","-90.6151","SAE","","","s_07DSG70_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702976","","","","","","","","","","","","","","","","","","","","","1071235",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","BAHIA FLAMENCO","-0.217016666666667","-0.217016666666667","-90.6134","-90.6134","SAE","","","s_07DSG71_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702799","","","","","","","","","","","","","","","","","","","","","1071236",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","BAHIA FLAMENCO","-0.225533333333333","-0.225533333333333","-90.60706667","-90.60706667","SAE","","","s_07DSG72_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702819","","","","","","","","","","","","","","","","","","","","","1071237",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","BARTOLOME","-0.2855","-0.2855","-90.5563","-90.5563","SAE","","","s_PJT02_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702827","","","","","","","","","","","","","","","","","","","","","1071238",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","SW OF PUNTA MARTINEZ","-0.33145373","-0.33145373","-90.56909728","-90.56909728","SAE","","","s_08DSG02_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702819","","","","","","","","","","","","","","","","","","","","","1071239",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","SW OF PUNTA MARTINEZ","-0.33195614","-0.33195614","-90.57202441","-90.57202441","SAE","","","s_08DSG04_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702752","","","","","","","","","","","","","","","","","","","","","1071240",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","SW OF PUNTA MARTINEZ","-0.33563814","-0.33563814","-90.5924159","-90.5924159","SAE","","","s_08DSG06_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70277","","","","","","","","","","","","","","","","","","","","","1071241",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","SW OF PUNTA MARTINEZ","-0.32958331","-0.32958331","-90.57699999","-90.57699999","SAE","","","s_08DSG11_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702782","","","","","","","","","","","","","","","","","","","","","1071242",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","SW OF PUNTA MARTINEZ","-0.32946663","-0.32946663","-90.5770833","-90.5770833","SAE","","","s_08DSG12_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702781","","","","","","","","","","","","","","","","","","","","","1071243",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","POZA TIBURONES","-0.34621929","-0.34621929","-90.67497237","-90.67497237","SAE","","","s_08DSG15_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702829","","","","","","","","","","","","","","","","","","","","","1071244",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","POZA TIBURONES","-0.34406581","-0.34406581","-90.67407047","-90.67407047","SAE","","","s_08DSG16_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702864","","","","","","","","","","","","","","","","","","","","","1071245",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","POZA TIBURONES","-0.34046","-0.34046","-90.65617369","-90.65617369","SAE","","","s_08DSG19_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7028","","","","","","","","","","","","","","","","","","","","","1071246",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","POZA TIBURONES","-0.34113407","-0.34113407","-90.65337136","-90.65337136","SAE","","","s_08DSG20_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702887","","","","","","","","","","","","","","","","","","","","","1071247",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","LA LADILLA","-0.30674773","-0.30674773","-90.83021175","-90.83021175","SAE","","","s_08DSG21_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702975","","","","","","","","","","","","","","","","","","","","","1071248",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","SE OF PURTO NUEVO","-0.3221333","-0.3221333","-90.81829998","-90.81829998","SAE","","","s_08DSG30_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702984","","","","","","","","","","","","","","","","","","","","","1071249",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CABO NEPEAN","-0.3238666","-0.3238666","-90.79096659","-90.79096659","SAE","","","s_08DSG37_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702985","","","","","","","","","","","","","","","","","","","","","1071250",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CERRO INN","-0.27643173","-0.27643173","-90.5898181","-90.5898181","SAE","","","s_08DSG38_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702892","","","","","","","","","","","","","","","","","","","","","1071251",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CERRO INN","-0.2781833","-0.2781833","-90.58848328","-90.58848328","SAE","","","s_08DSG41_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702821","","","","","","","","","","","","","","","","","","","","","1071252",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CERRO INN","-0.27749992","-0.27749992","-90.58874999","-90.58874999","SAE","","","s_08DSG42_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702926","","","","","","","","","","","","","","","","","","","","","1071253",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CERRO INN","-0.26779762","-0.26779762","-90.57434636","-90.57434636","SAE","","","s_08DSG43_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702899","","","","","","","","","","","","","","","","","","","","","1071254",
"[20505]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)","CENTRAL, NORTHERN SLOPE","-0.22845807","-0.22845807","-90.73567302","-90.73567302","SAE","","","s_08DSG46_LEACHED [20505]","BASALT [20505]","","","","","","","","","VOL","","","","","WR [20505] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.702884","","","","","","","","","","","","","","","","","","","","","1071255",
"[606]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / DARWIN VOLCANO","","-0.17","-0.17","-91.28","-91.28","SAE","","","s_E-242 [606]","BASALT [606]","","","","","","","","","VOL","","","","","WR [606] ","49.47","3.02","","12.42","","3.85","8.7","","11.27","6.24","0.19","","0.53","2.97","0.31","","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","","","42","59","","","","","","","","5.05","362","29.5","","","","","","","","","","","","","","","55.8","14.23","36.2","5.19","23.55","5.99","2.02","6.62","1.1","5.81","1.13","2.82","0.42","2.44","0.367","","","","","","","","","","","","","","","0.512994","","","0.70289","","18.765","","15.514","","38.231","","","","","","","","","","","","","","","10713",
"[606]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL","","-0.87","-0.87","-91.35","-91.35","SAE","","","s_CA89-2 [606]","BASALT [606]","","","","","","","","","VOL","","","","","WR [606] ","47.88","2.31","","16.23","","3.34","7.24","","12.48","6.37","0.16","","0.51","2.81","0.28","","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10715",
"[606]","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA","","-0.78","-0.78","-91.03","-91.03","SAE","","","s_SN-1 [606]","BASALT [606]","","","","","","","","","VOL","","","","","WR [606] ","49.24","2.85","","13.77","","2.32","10.7","","10.3","5.58","0.21","","0.57","3.1","0.42","","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","","","47","52","","","","","","","","13.4","295","34.4","","","","","","","","","","","","","","","125.7","19.55","45.3","6.34","27.92","7.03","2.24","7.34","1.28","6.93","1.35","3.57","0.51","3.11","0.455","","","","","","","","","","","","","","","0.512915","","","0.7033","","19.372","","15.602","","39.058","","","","","","","","","","","","","","","10716",
"[606]","OCEAN ISLAND","GALAPAGOS ISLANDS / RABIDA (JERVIS)","","-0.4","-0.4","-90.67","-90.67","SAE","","","s_E-165 [606]","BASALT [606]","","","","","","","","","VOL","","","","","WR [606] ","48.87","0.69","","17.72","","2.35","5.2","","12.21","8.73","0.12","","0.17","2.74","0.14","","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10721",
"[606]","OCEAN ISLAND","GALAPAGOS ISLANDS / WOLF (WENMAN)","","1.38","1.38","-91.81","-91.81","SAE","","","s_W90-4 [606]","BASALT [606]","","","","","","","","","VOL","","","","","WR [606] ","49.09","1.13","","15.23","","6.09","5.25","","12.19","6.5","0.18","","0.29","2.95","0.48","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10730",
"[606]","OCEAN ISLAND","GALAPAGOS ISLANDS / COWLEY","","-0.34","-0.34","-90.9","-90.9","SAE","","","s_E87-3 [606]","BASALT [606]","","","","","","","","","VOL","","","","","WR [606] ","47.3","2.61","","14.28","","3.24","9.19","","10.18","7.83","0.17","","0.45","3.07","0.26","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10732",
"[606]","OCEAN ISLAND","GALAPAGOS ISLANDS / SANTA CRUZ (INDEFATIGABLE)","NORTHEAST PLATFORM","-0.63","-0.63","-90.38","-90.38","SAE","","","s_SC-108 [606]","BASALT [606]","","","","","","","","","VOL","","","","","WR [606] ","","","","","","","","","","","","","0.678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","","","","","","","8.76","267","","312","","","","","","","","","","","","","0.1","119","21","53.8","","35.8","9.66","3.2","10.7","","11.6","","6.61","","5.9","0.864","","","","","","","","","","","","","","","0.51302","","","0.70289","","18.774","","15.564","","38.45","","","","","","","","","","","","","","","10757",
"[606]","OCEAN ISLAND","GALAPAGOS ISLANDS / GENOVESA (TOWER)","","0.3","0.3","-89.91","-89.91","SAE","","","s_E-171 [606]","BASALT [606]","","","","","","","","","VOL","","","","","WR [606] ","","","","","","","","","","","","","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","","","52","50","","","","","","","","0.487","145","32.8","","","","","","","","","","","","","","","9.1","2.58","8.85","1.67","9.5","3.34","1.252","4.57","0.88","5.38","1.17","3.17","0.49","3.04","0.469","","","","","","","","","","","","","","","0.513119","","","0.70266","","18.433","","15.517","","37.976","","","","","","","","","","","","","","","10786",
